Last Report Year,5 Digit NTDID,4 Digit NTDID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,Primary UZA Name,UZA,UZA Area SQ Miles,UZA Population,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
2016,90151,9151,Southern California Regional Rail Authority dba: Metrolink(Metrolink),Active,Full Reporter,Los Angeles,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996","$37,589,536","$41,682,346","$44,588,283","$47,807,862","$54,655,577","$62,275,024","$69,891,659","$73,057,016","$69,343,040","$74,170,744","$79,986,127","$84,360,308","$85,672,573","$83,110,552","$84,505,943"
2000,90152,9152,ATC/VanCom,Inactive,Full Reporter,North Las Vegas,NV,1990,"Las Vegas, NV",45,231,"697,348",,,,,,,,,,,,,,,
1997,90153,9153,Mayflower Contract Services,Inactive,Full Reporter,Honolulu,HI,1990,"Honolulu, HI",46,139,"632,603",,,,,,,,,,,,,,,
2016,90154,9154,Los Angeles County Metropolitan Transportation Authority dba: Metro(LACMTA),Active,Full Reporter,Los Angeles,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996","$241,143,714","$247,426,048","$221,453,691","$269,238,971","$280,572,091","$293,878,777","$343,317,857","$343,204,891","$327,315,725","$358,695,085","$359,058,439","$356,329,493","$356,874,510","$368,369,593","$355,956,638"
2016,90155,9155,City of Vacaville(City Coach),Active,Reduced Reporter,Vacaville,CA,2010,"Vacaville, CA",314,27,"93,141",,,,,,,,,,"$306,804","$366,021","$380,724","$388,129","$407,453","$396,854"
2016,90156,9156,City of San Luis Obispo(SLO Transit),Active,Full Reporter,San Luis Obispo,CA,2010,"San Luis Obispo, CA",447,20,"59,219","$87,388","$83,858","$394,943","$436,174","$453,002","$510,954","$516,397","$593,769","$567,747","$630,248","$661,407","$654,900","$650,800","$656,115","$721,541"
2016,90157,9157,Access Services(AS),Active,Full Reporter,El Monte,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996","$3,986,659","$3,824,009","$3,726,365","$3,749,604","$3,776,964","$3,730,290","$3,939,255","$4,234,588","$5,000,714","$5,418,807","$5,966,259","$6,773,034","$7,700,640","$9,019,981","$9,640,950"
2001,90158,9158,"DAVE Transportation Services, Inc.",Inactive,Full Reporter,Sherman Oaks,CA,1990,"Los Angeles, CA",2,"1,966","11,402,946",,,,,,,,,,,,,,,
2016,90159,9159,Western Contra Costa Transit Authority(WestCAT),Active,Full Reporter,Pinole,CA,2010,"San Francisco-Oakland, CA",13,524,"3,281,212","$846,222","$954,415","$1,052,702","$1,091,008","$1,249,530","$1,464,617","$1,620,070","$1,886,219","$1,818,726","$1,785,771","$1,895,662","$2,034,280","$2,076,472","$2,099,439","$2,123,169"
2001,90160,9160,Outreach & Escort dba OUTREACH,Inactive,Full Reporter,San Jose,CA,1990,"San Jose, CA",23,338,"1,435,019",,,,,,,,,,,,,,,
2016,90161,9161,City of Union City Transit Division(UCT),Active,Reduced Reporter,Union City,CA,2010,"San Francisco-Oakland, CA",13,524,"3,281,212","$331,725","$327,844","$337,965","$332,061","$348,146","$407,599","$384,513","$398,657","$372,553","$471,213","$497,992","$484,413","$445,563","$397,393","$364,212"
2016,90162,9162,The Eastern Contra Costa Transit Authority(Tri Delta Transit),Active,Full Reporter,Antioch,CA,2010,"Antioch, CA",137,81,"277,634","$1,502,945","$1,847,247","$1,949,763","$2,068,623","$2,121,477","$2,414,391","$2,627,756","$2,535,781","$2,841,015","$2,954,174","$2,983,275","$3,439,725","$3,358,976","$3,246,690","$3,273,431"
2016,90163,9163,Camarillo Area Transit(CAT),Active,Reduced Reporter,Camarillo,CA,2010,"Camarillo, CA",386,22,"71,772",,,,,,,,,,$0,"$90,679","$119,262","$106,604","$113,230","$118,019"
2016,90164,9164,Ventura Intercity Service Transit Authority(VISTA),Active,Full Reporter,Ventura,CA,2010,"Oxnard, CA",103,84,"367,260","$436,875","$480,365","$584,613","$620,699","$719,255","$771,543","$832,807","$1,057,330","$1,181,047","$1,384,031","$1,510,040","$1,402,429","$1,383,076","$1,324,247","$1,363,258"
2016,90165,9165,Thousand Oaks Transit(TOT),Active,Reduced Reporter,Thousand Oaks,CA,2010,"Thousand Oaks, CA",168,86,"214,811","$153,450","$157,710","$149,195","$159,920","$190,103","$179,949","$203,565","$230,448","$229,926","$252,568","$338,079","$333,772","$445,913","$561,206","$494,245"
2015,90166,9166,LACMTA - Small Operators(LACMTA),Inactive,Full Reporter,Los Angeles,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996","$2,242,617","$2,598,937","$3,083,784","$3,363,089","$3,280,298","$3,853,536","$3,826,178","$3,798,160","$3,991,178","$4,403,115","$5,259,483","$5,157,393","$4,934,978","$5,088,585",
2016,90167,9167,Davis Community Transit(DCT),Active,Reduced Reporter,Davis,CA,2010,"Davis, CA",382,14,"72,794",,,,,,,,,,"$32,585","$29,379","$31,105","$32,241","$31,963","$34,104"
2016,90168,9168,Roseville Transit,Active,Reduced Reporter,Roseville,CA,2010,"Sacramento, CA",28,471,"1,723,634","$461,879","$477,538","$511,207","$515,808","$578,028","$631,632","$740,349","$800,370","$687,095","$799,298","$852,871","$880,937","$902,903","$943,971","$916,411"
2016,90169,9169,"vRide, Inc. - Valley Metro",Active,Full Reporter,Phoenix,AZ,2010,"Phoenix-Mesa, AZ",12,"1,147","3,629,114","$921,782","$1,219,548","$1,099,145","$1,315,623","$1,778,456","$1,658,295","$1,784,526","$1,611,964","$1,626,326","$2,824,091","$2,340,464","$2,162,364","$2,148,081","$3,030,489","$3,276,717"
2006,90170,9170,ATC / Vancom,Inactive,Full Reporter,Oakland,CA,2000,"San Francisco-Oakland, CA",12,527,"3,228,605","$1,466,455","$1,481,909","$1,571,211","$1,746,140","$1,899,741",,,,,,,,,,
2016,90171,9171,Santa Clarita Transit(SCT),Active,Full Reporter,Santa Clarita,CA,2010,"Santa Clarita, CA",146,77,"258,653","$2,060,931","$2,657,185","$2,743,737","$2,896,631","$2,843,754","$3,212,064","$3,415,692","$3,299,263","$3,348,540","$3,958,415","$4,075,660","$4,087,995","$4,053,696","$3,899,026","$3,790,249"
2013,90172,9172,City of Tempe Transit Division - dba Valley Metro(TIM - Tempe in Motion),Inactive,Full Reporter,Tempe,AZ,2010,"Phoenix-Mesa, AZ",12,"1,147","3,629,114","$3,528,956","$4,552,915","$4,923,082","$5,111,962","$4,309,652","$4,188,147","$3,278,179","$3,286,755","$4,931,093","$4,808,425","$4,990,379","$5,844,754",,,
2016,90173,9173,Transit Joint Powers Authority for Merced County(The Bus),Active,Full Reporter,Merced,CA,2010,"Merced, CA",235,48,"136,969","$737,661","$752,164","$739,546","$777,016","$861,492","$967,602","$1,165,635","$1,306,909","$1,440,258","$1,247,252","$1,544,667","$1,797,953","$1,670,520","$1,345,930","$1,509,622"
2011,90174,9174,City of Benicia(Benicia Breeze),Inactive,Full Reporter,Benicia,CA,2010,"Vallejo, CA",203,42,"165,074",,,,,"$194,713","$266,628","$308,327",,,$0,,,,,
2016,90175,9175,City of Lodi - Transit Division(Grapeline),Active,Full Reporter,Lodi,CA,2010,"Lodi, CA",403,16,"68,738","$234,199","$297,429","$242,063","$278,039","$288,774","$278,226","$264,408","$244,000","$207,036","$188,336","$185,693","$184,726","$196,580","$209,325","$210,471"
2011,90176,9176,"Honolulu - VPSI, Inc.",Inactive,Full Reporter,Honolulu,HI,2010,"Urban Honolulu, HI",54,170,"802,459","$887,970","$1,010,046","$1,151,326","$1,254,174","$1,272,663","$1,435,625","$1,895,977","$1,883,604","$2,447,416","$1,223,630",,,,,
2004,90177,9177,Town of Guadalupe,Inactive,Full Reporter,Guadalupe,AZ,2000,"Phoenix-Mesa, AZ",13,799,"2,907,049",,,,,,,,,,,,,,,
2001,90178,9178,Laidlaw Transit Services,Inactive,Full Reporter,El Monte,CA,1990,"Los Angeles, CA",2,"1,966","11,402,946",,,,,,,,,,,,,,,
2001,90179,9179,Ryder/ATE,Inactive,Full Reporter,West Covina,CA,1990,"Los Angeles, CA",2,"1,966","11,402,946",,,,,,,,,,,,,,,
2007,90180,9180,Coconino County Transportation Services(Mountain Line/Lift),Inactive,Full Reporter,Flagstaff,AZ,2000,"Flagstaff, AZ",403,32,"57,050","$181,797","$126,796","$261,149","$294,965","$398,418","$484,374",,,,,,,,,
2016,90182,9182,Altamont Corridor Express(ACE),Active,Full Reporter,Stockton,CA,2010,"Stockton, CA",102,93,"370,583","$4,499,934","$3,844,316","$2,849,660","$2,992,847","$3,438,642","$3,988,042","$4,349,494","$4,557,146","$3,936,354","$4,292,757","$4,196,216","$5,753,406","$6,885,353","$7,990,764","$8,557,783"
2006,90185,9185,MTS Contract Services(MCS),Inactive,Full Reporter,San Diego,CA,2000,"San Diego, CA",15,782,"2,674,436","$10,345,867","$10,585,732","$17,164,339","$16,564,406","$17,382,224",,,,,,,,,,
2007,90186,9186,San Francisco Paratransit(ATC),Inactive,Full Reporter,San Francisco,CA,2000,"San Francisco-Oakland, CA",12,527,"3,228,605","$1,010,027","$1,071,099","$1,271,203","$1,374,728","$1,411,424","$1,474,884",,,,,,,,,
2000,90187,9187,"San Gabriel Transit, Inc.(SGT)",Inactive,Full Reporter,Rosemead,CA,1990,"Los Angeles, CA",2,"1,966","11,402,946",,,,,,,,,,,,,,,
2003,90188,9188,County of San Diego Transit System(CTS),Inactive,Full Reporter,San Diego,CA,2000,"San Diego, CA",15,782,"2,674,436","$4,239,872","$4,557,572",,,,,,,,,,,,,
2006,90189,9189,National City Transit(NCT),Inactive,Full Reporter,National City,CA,2000,"San Diego, CA",15,782,"2,674,436","$1,205,296","$1,184,416","$1,318,695","$1,213,757","$1,282,648",,,,,,,,,,
2001,90190,9190,"Laidlaw Transit Services, Inc.",Inactive,Full Reporter,San Jose,CA,1990,"San Jose, CA",23,338,"1,435,019",,,,,,,,,,,,,,,
2016,90191,9191,Town of Oro Valley - Transit Services Division(SunShutDNR),Active,Reduced Reporter,Oro Valley,AZ,2010,"Tucson, AZ",52,353,"843,168",,,,,,,,,,"$50,254","$49,977","$66,558","$71,078","$72,783","$88,684"
2012,90192,9192,Yuma Metropolitan Planning Organization(Yuma County Area Transit),Inactive,Full Reporter,Yuma,AZ,2010,"Yuma, AZ-CA",238,59,"135,267",,$0,"$217,281","$134,451","$367,097","$500,743","$574,907","$524,373","$626,025","$379,680","$294,475",,,,
2015,90193,9193,Chula Vista Transit(CVT),Inactive,Full Reporter,Chula Vista,CA,2010,"San Diego, CA",15,732,"2,956,746",,"$2,309,984","$2,525,349","$2,425,531","$2,526,486","$2,433,007","$1,660,821","$3,679,761","$3,335,333","$2,534,382","$2,670,477","$2,841,619","$2,667,576","$1,499,307",
2016,90194,9194,City of Atascadero,Active,Reduced Reporter,Atascadero,CA,2010,"El Paso de Robles (Paso Robles)-Atascadero, CA",423,31,"65,088",,,,,,,,,,"$104,602","$94,201","$93,460","$76,187","$53,179","$54,397"
2014,90195,9195,Paso Robles Transit Services(PE),Inactive,Reduced Reporter,Paso Robles,CA,2010,"El Paso de Robles (Paso Robles)-Atascadero, CA",423,31,"65,088",,,,,,,,,,"$147,685","$187,889","$199,799","$162,493",,
2016,90196,9196,Placer County Department of Public Works(PCDPW),Active,Full Reporter,Auburn,CA,2010,"Sacramento, CA",28,471,"1,723,634",,,,"$730,826","$733,038","$832,004","$1,032,912","$1,017,659","$1,129,434","$1,185,282","$1,216,793","$1,208,362","$1,181,364","$1,150,769","$1,109,826"
2016,90197,9197,City of Tracy(TRACER),Active,Reduced Reporter,Tracy,CA,2010,"Tracy, CA",334,22,"87,569",,,,$0,,,,,,$0,"$80,890","$81,420","$106,692","$108,194","$95,470"
2016,90198,9198,City of Porterville(COLT),Active,Reduced Reporter,Porterville,CA,2010,"Porterville, CA",394,21,"70,272",,,,"$262,924","$289,774","$293,720","$311,868","$354,612","$322,746","$443,908","$476,659","$545,974","$608,289","$550,503","$534,697"
2016,90199,9199,City of Madera(MAX/DAR),Active,Reduced Reporter,Madera,CA,2010,"Madera, CA",362,22,"78,413",,,,,,,,,,,"$117,660","$169,192","$149,180","$121,694","$117,052"
2016,90200,9200,Kings County Area Public Transit Agency(KART),Active,Full Reporter,Hanford,CA,2010,"Hanford, CA",333,28,"87,941",,,,,"$490,735","$3,048,408","$3,525,462","$4,052,298","$3,746,432","$5,310,904","$658,079","$657,362","$662,327","$668,286","$617,404"
2016,90201,9201,City of Turlock(BLAST and DART),Active,Full Reporter,Turlock,CA,2010,"Turlock, CA",300,26,"99,904",,,,,"$128,362","$127,148","$182,012","$148,639","$129,356","$135,078","$145,827","$151,293","$150,150","$144,959","$148,162"
2016,90205,9205,City of Elk Grove(etran),Active,Full Reporter,Elk Grove,CA,2010,"Sacramento, CA",28,471,"1,723,634",,,,,"$920,496","$2,857,980","$1,554,006","$1,942,385","$1,384,882","$1,384,202","$1,600,000","$1,569,434","$1,583,621","$1,618,572","$1,454,582"
2016,90206,9206,San Luis Obispo Regional Transit Authority(SLORTA),Active,Full Reporter,San Luis Obispo,CA,2010,"San Luis Obispo, CA",447,20,"59,219",,,,,,"$507,022","$603,724","$804,620","$879,229","$1,107,286","$1,708,434","$1,680,123","$1,723,801","$1,683,042","$1,557,404"
2016,90208,9208,Butte County Association of Governments(BCAG),Active,Full Reporter,Chico,CA,2010,"Chico, CA",306,34,"98,176",,,,,"$935,158","$1,000,638","$1,075,804","$1,150,074","$1,360,248","$1,457,127","$1,558,342","$1,628,964","$1,641,035","$1,692,852","$1,707,444"
2016,90209,9209,"Valley Metro Rail, Inc.(VMR)",Active,Full Reporter,Phoenix,AZ,2010,"Phoenix-Mesa, AZ",12,"1,147","3,629,114",,,,,,,,"$3,371,103","$9,256,913","$10,238,281","$11,889,930","$12,791,801","$12,505,116","$12,832,286","$13,461,088"
2016,90211,9211,Anaheim Transportation Network(ATN),Active,Full Reporter,Anaheim,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",,,,,,"$3,343,702","$3,767,575","$3,747,550","$4,130,320","$4,441,032","$4,502,577","$4,909,466","$6,381,318","$6,059,932","$5,130,125"
2010,90212,9212,Imperial Valley Transit(IVT),Inactive,Full Reporter,El Centro,CA,2000,"El Centro, CA",428,17,"52,954",,,,,,"$401,364","$479,479","$562,117","$629,070",,,,,,
2016,90213,9213,City of Petaluma(Petaluma Transit),Active,Full Reporter,Petaluma,CA,2010,"Petaluma, CA",428,21,"64,078",,,,,,"$170,943","$170,493","$172,936","$163,384","$188,685","$221,845","$240,671","$272,671","$282,977","$280,665"
2016,90214,9214,City of Redondo Beach - Beach Cities Transit(BCT),Active,Full Reporter,Redondo Beach,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",,,,,,,"$278,833","$427,777","$317,681","$324,695","$327,200","$327,732","$334,296","$343,863","$345,002"
2016,90215,9215,Carson Area Metropolitan Planning Organization(CAMPO),Active,Reduced Reporter,Carson City,NV,2010,"Carson City, NV",454,23,"58,079",,,,,,,,,,"$87,881","$96,000","$99,573","$94,962","$204,528","$91,242"
2016,90217,9217,City of Manteca,Active,Reduced Reporter,Manteca,CA,2010,"Manteca, CA",345,22,"83,578",,,,,,,,,,$0,"$62,027","$57,103","$67,027","$60,847","$60,731"
2016,90218,9218,Riverside County Transportation Commission(RCTC 5307 Recipient),Active,Building Reporter,Riverside,CA,2010,"Riverside-San Bernardino, CA",22,545,"1,932,666",,,,,,,,,,,$0,$0,$0,$0,$0
2016,90219,9219,Northern Arizona Intergovernmental Public Transportation Authority(NAIPTA),Active,Full Reporter,Flagstaff,AZ,2010,"Flagstaff, AZ",384,35,"71,957",,,,,,,"$542,916","$664,692","$843,611","$818,983","$1,402,236","$1,422,266","$1,408,526","$1,403,348","$1,349,134"
2016,90220,9220,City of Folsom(FSL),Active,Reduced Reporter,Folsom,CA,2010,"Sacramento, CA",28,471,"1,723,634",,,,,,,,,$0,"$75,419","$75,252","$131,789","$149,757","$153,027","$131,455"
2016,90222,9222,Pima Association of Governments(PAG),Active,Full Reporter,Tucson,AZ,2010,"Tucson, AZ",52,353,"843,168",,,,,,,,,"$28,033","$47,251","$137,688","$197,813","$208,611","$551,274","$621,508"
2016,90223,9223,"Paratransit, Inc.",Active,Full Reporter,Sacramento,CA,2010,"Sacramento, CA",28,471,"1,723,634",,,,,,,,,,"$1,550,257","$1,341,847","$1,313,248","$1,066,311","$1,540,675","$1,738,253"
2013,90224,9224,"Paratransit, Inc. CTSA",Inactive,Full Reporter,Sacramento,CA,2010,"Sacramento, CA",28,471,"1,723,634",,,,,,,,,,,$0,$0,,,
2016,90225,9225,San Francisco Bay Area Water Emergency Transportation Authority(WETA),Active,Full Reporter,San Francisco,CA,2010,"San Francisco-Oakland, CA",13,524,"3,281,212",,,,,,,,,,"$3,530,142","$3,351,696","$10,501,989","$13,117,524","$13,924,923","$16,681,858"
2016,90226,9226,Imperial County Transportation Commission(ICTC),Active,Full Reporter,El Centro,CA,2010,"El Centro-Calexico, CA",289,30,"107,672",,,,,,,,,,"$640,813","$592,558","$555,558","$783,871","$820,170","$784,662"
2016,90227,9227,City of Moorpark(MCT),Active,Reduced Reporter,Moorpark,CA,2010,"Thousand Oaks, CA",168,86,"214,811",,,,,,,,,,"$67,932","$68,574","$57,263","$73,950",,"$53,018"
2015,90228,9228,"vRide, Inc. - Tucson",Inactive,Full Reporter,Tucson,AZ,2010,"Tucson, AZ",52,353,"843,168",,,,,,,,,,,$0,"$276,286","$402,680","$402,498",
2016,90229,9229,El Dorado County Transit Authority(EDCTA),Active,Full Reporter,Diamond Springs,CA,2010,"Sacramento, CA",28,471,"1,723,634",,,,,,,,,,,"$749,686","$1,008,731","$1,101,007","$1,099,773","$1,600,087"
2016,90230,9230,California Vanpool Authority(CalVans),Active,Full Reporter,Hanford,CA,2010,"Hanford, CA",333,28,"87,941",,,,,,,,,,,"$3,262,221","$6,432,286","$6,777,562","$6,971,701","$7,523,935"
2016,90231,9231,City of Irvine(COI),Active,Reduced Reporter,Irvine,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",,,,,,,,,,,"$50,476","$99,160","$115,544","$118,905","$126,932"
2016,90232,9232,Solano County Transit(SolTrans),Active,Full Reporter,Vallejo,CA,2010,"Vallejo, CA",203,42,"165,074",,,,,,,,,,,"$3,606,107","$3,945,585","$3,951,488","$3,808,082","$3,788,192"
2016,90233,9233,Yuma County Intergovernmental Public Transportation Authority(YCAT),Active,Full Reporter,Yuma,AZ,2010,"Yuma, AZ-CA",238,59,"135,267",,,,,,,,,,,$0,"$362,712","$568,515","$507,171","$770,165"
2016,90234,9234,Marin County Transit District,Active,Full Reporter,San Rafael,CA,2010,"San Francisco-Oakland, CA",13,524,"3,281,212",,,,,,,,,,,,,"$3,667,183","$3,584,172","$3,556,507"
2016,90235,9235,City of Lincoln(COL),Active,Separate Service,Lincoln,CA,2010,"Sacramento, CA",28,471,"1,723,634",,,,,,,,,,,"$52,842","$52,264","$47,819","$40,479","$31,877"
2016,90236,9236,Stanislaus County Public Works - Transit(StaRT),Active,Reduced Reporter,Modesto,CA,2010,"Modesto, CA",105,92,"358,172",,,,,,,,,,,"$464,998","$496,528","$514,307","$536,152","$510,571"
2016,90238,9238,City of Delano(DART),Active,Reduced Reporter,Delano,CA,2010,"Delano, CA",471,10,"54,372",,,,,,,,,,,"$664,161","$89,547","$102,427","$129,766","$148,039"
2016,90239,9239,City of Sierra Vista,Active,Reduced Reporter,Sierra Vista,AZ,2010,"Sierra Vista, AZ",480,30,"52,745",,,,,,,,,,,"$114,163","$110,665","$115,997","$116,690","$110,406"
2014,90240,9240,City of Lake Havasu(HAT),Inactive,Reduced Reporter,Lake Havasu City,AZ,2010,"Lake Havasu City, AZ",476,30,"53,427",,,,,,,,,,,"$99,185","$89,512","$75,977",,
2016,90241,9241,County of Maui - Dept. of Transportation(MDOT),Active,Full Reporter,Wailuku,HI,2010,"Kahului, HI",463,17,"55,934",,,,,,,,,,,,"$2,803,978","$2,466,728","$2,405,163","$2,628,546"
2016,90242,9242,Las Vegas Monorail Company(LVMC),Active,Full Reporter,Las Vegas,NV,2010,"Las Vegas-Henderson, NV",23,417,"1,886,011",,,,,,,,,,,"$18,651,265","$18,364,242","$19,830,119","$22,066,456","$21,475,856"
2016,90243,9243,Easy Lift Transportation,Active,Reduced Reporter,Goleta,CA,2010,"Santa Barbara, CA",184,56,"195,861",,,,,,,,,,,,,"$803,776","$820,333","$999,598"
2016,90244,9244,City of Tulare(TIME),Active,Full Reporter,Tulare,CA,2010,"Visalia, CA",162,63,"219,454",,,,,,,,,,,,"$308,278","$538,260","$365,324","$333,238"
2016,90246,,City of Agoura Hills,Active,Reduced Reporter,Agoura Hills,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",,,,,,,,,,,,,,,"$19,628"
2016,90247,,City of Alhambra(ALH),Active,Reduced Reporter,Alhambra,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",,,,,,,,,,,,,,,"$130,151"
